id,Gender,Age,Class,Flight Distance,Food and drink,On-board service,Checkin service,Cleanliness,satisfaction
129712,Male,26,Business,308,4,3,4,4,neutral or dissatisfied
8719,Female,22,Eco,280,2,4,4,2,neutral or dissatisfied
48179,Female,48,Business,236,1,4,1,1,satisfied
65115,Male,45,Eco,224,3,3,4,3,neutral or dissatisfied
33527,Female,32,Business,1850,5,2,5,5,satisfied
6615,Female,47,Business,1763,5,2,5,5,satisfied
97839,Male,36,Eco,480,3,5,5,5,neutral or dissatisfied
72789,Male,40,Eco,645,4,2,3,4,neutral or dissatisfied
45339,Male,25,Business,222,4,1,5,4,neutral or dissatisfied
99703,Male,52,Business,2026,5,4,3,4,satisfied
81494,Female,15,Eco,528,3,4,4,3,neutral or dissatisfied
42674,Male,23,Business,2270,3,1,3,3,neutral or dissatisfied
110694,Female,65,Eco,829,2,3,5,3,neutral or dissatisfied
8992,Male,72,Business,228,2,4,5,5,satisfied
45124,Male,46,Eco,157,3,3,5,3,neutral or dissatisfied
693,Female,40,Business,3625,3,5,3,3,satisfied
114255,Female,54,Eco,567,2,4,5,4,satisfied
116291,Male,11,Eco,337,5,4,2,5,neutral or dissatisfied
40174,Male,43,Business,2934,5,4,4,5,satisfied
97846,Female,40,Eco,395,4,1,5,4,neutral or dissatisfied
38198,Female,28,Eco Plus,1091,5,3,4,5,satisfied
23273,Male,22,Eco,359,4,3,1,4,neutral or dissatisfied
119395,Female,33,Eco,399,2,1,3,2,neutral or dissatisfied
94866,Female,44,Eco,239,3,2,1,3,neutral or dissatisfied
78708,Male,45,Business,2126,3,5,5,3,satisfied
4322,Male,60,Business,189,2,2,2,4,neutral or dissatisfied
76311,Male,23,Business,1187,4,5,4,4,satisfied
76933,Female,42,Eco,1727,5,2,2,3,neutral or dissatisfied
112123,Female,31,Eco,977,2,1,2,2,neutral or dissatisfied
99079,Male,47,Business,2794,5,5,3,4,satisfied
113863,Male,50,Eco,992,4,5,3,4,satisfied
69029,Female,54,Business,1389,2,5,4,3,satisfied
9993,Male,12,Eco,508,2,5,4,2,neutral or dissatisfied
91808,Female,54,Eco,590,2,3,4,4,neutral or dissatisfied
108664,Male,37,Business,484,2,5,4,2,neutral or dissatisfied
93812,Male,39,Business,391,4,4,4,3,satisfied
51415,Male,34,Eco Plus,209,3,1,3,3,neutral or dissatisfied
39299,Male,8,Eco,67,2,4,3,2,neutral or dissatisfied
57467,Male,65,Eco,334,4,4,3,4,neutral or dissatisfied
50266,Female,36,Business,2615,4,4,4,3,neutral or dissatisfied
83172,Female,35,Eco Plus,1127,2,1,4,2,neutral or dissatisfied
41986,Female,40,Business,116,5,3,3,1,neutral or dissatisfied
87037,Female,22,Business,594,3,4,3,3,satisfied
100787,Male,12,Eco,1411,4,5,3,4,neutral or dissatisfied
13645,Male,61,Business,196,5,5,1,1,satisfied
106014,Female,42,Business,1999,2,5,5,5,satisfied
121625,Female,55,Eco,912,3,2,5,3,neutral or dissatisfied
53675,Female,25,Business,3966,2,4,1,2,satisfied
46798,Female,26,Business,845,4,5,5,4,satisfied
70369,Female,57,Eco,1145,3,3,2,3,neutral or dissatisfied
53524,Female,23,Eco,2288,1,4,2,2,neutral or dissatisfied
109228,Female,57,Eco,684,5,4,4,3,neutral or dissatisfied
26059,Female,47,Eco,432,5,1,4,4,neutral or dissatisfied
31333,Male,24,Eco,1062,2,2,2,2,satisfied
82983,Male,53,Business,1127,3,3,5,5,satisfied
48445,Female,54,Eco,850,4,4,4,4,satisfied
101829,Female,21,Eco,1521,5,4,3,5,neutral or dissatisfied
86096,Female,59,Business,3611,5,4,3,5,satisfied
102147,Male,55,Business,2056,5,4,5,4,satisfied
14045,Female,36,Business,3270,5,2,3,1,neutral or dissatisfied
8745,Male,51,Eco Plus,181,5,1,4,5,neutral or dissatisfied
24687,Male,40,Business,2562,4,4,3,4,neutral or dissatisfied
101364,Female,27,Eco,1986,3,2,4,3,neutral or dissatisfied
30894,Male,69,Eco,973,4,4,3,4,neutral or dissatisfied
7513,Female,47,Business,2467,3,2,3,4,satisfied
126366,Male,16,Eco,631,3,4,5,3,neutral or dissatisfied
58044,Female,36,Business,642,1,3,3,1,neutral or dissatisfied
69651,Female,30,Business,569,4,5,3,4,satisfied
92784,Male,62,Eco,1671,1,3,1,1,neutral or dissatisfied
119083,Female,57,Business,1788,2,5,3,5,satisfied
17001,Male,24,Business,2762,3,5,3,3,satisfied
110304,Male,34,Business,3248,2,4,3,5,satisfied
27093,Male,24,Business,1721,5,3,2,5,satisfied
197,Male,56,Business,2136,5,5,5,3,satisfied
112921,Female,16,Eco,1313,2,4,1,2,neutral or dissatisfied
31791,Male,41,Eco,2677,4,2,4,4,satisfied
65357,Male,47,Business,3250,2,3,4,3,satisfied
55683,Female,72,Business,3408,4,5,5,5,satisfied
38359,Female,30,Business,1616,4,3,2,4,satisfied
111347,Female,53,Business,777,4,5,4,4,satisfied
45783,Male,29,Business,2805,4,4,5,4,satisfied
9895,Male,38,Business,515,4,4,4,4,neutral or dissatisfied
13640,Female,24,Business,2662,2,1,2,2,neutral or dissatisfied
18512,Male,61,Business,383,4,2,1,4,neutral or dissatisfied
28462,Male,61,Eco,2588,3,4,3,3,neutral or dissatisfied
30172,Female,49,Eco,548,3,2,4,2,neutral or dissatisfied
104641,Female,43,Business,1754,2,3,5,5,satisfied
115358,Male,23,Business,3145,1,2,4,1,neutral or dissatisfied
67557,Female,40,Business,3444,2,4,5,3,satisfied
122665,Female,49,Business,361,2,2,1,2,neutral or dissatisfied
66228,Female,31,Business,550,2,1,3,2,neutral or dissatisfied
14685,Male,45,Business,479,4,5,1,1,satisfied
3963,Female,40,Eco,764,1,4,4,1,neutral or dissatisfied
127957,Male,9,Eco,855,1,2,4,1,neutral or dissatisfied
11537,Male,46,Business,3088,4,5,3,4,satisfied
36359,Female,27,Eco,200,4,1,1,4,satisfied
109818,Female,51,Business,1011,5,4,3,5,satisfied
62651,Female,18,Eco,1744,1,1,3,1,neutral or dissatisfied
42111,Female,23,Eco,964,3,1,1,3,neutral or dissatisfied
82579,Female,31,Business,528,2,3,1,2,neutral or dissatisfied
84952,Male,43,Business,2214,3,2,5,5,satisfied
111486,Female,15,Eco,1452,4,3,3,4,satisfied
85611,Female,23,Eco,153,5,5,3,5,neutral or dissatisfied
60189,Male,40,Business,1577,3,5,3,4,satisfied
8082,Female,39,Business,530,1,4,3,1,neutral or dissatisfied
25684,Male,48,Business,528,2,2,5,4,satisfied
105327,Male,26,Business,528,5,5,5,5,satisfied
58588,Female,32,Business,334,1,4,4,1,neutral or dissatisfied
37927,Female,47,Eco,937,1,3,4,2,neutral or dissatisfied
25938,Male,8,Eco,594,2,3,1,2,neutral or dissatisfied
61865,Female,27,Business,1379,2,4,3,2,neutral or dissatisfied
81562,Male,43,Business,936,2,1,1,2,neutral or dissatisfied
79979,Female,53,Eco,1069,1,5,1,1,neutral or dissatisfied
109539,Female,43,Eco,873,4,4,5,5,neutral or dissatisfied
18706,Female,25,Eco Plus,190,4,3,4,4,neutral or dissatisfied
77152,Female,47,Eco,1865,5,1,2,3,neutral or dissatisfied
112780,Female,59,Eco,588,3,5,3,5,neutral or dissatisfied
98049,Female,17,Business,1797,5,3,4,5,satisfied
6575,Female,16,Eco,607,2,3,5,2,satisfied
112228,Female,57,Eco,1199,4,1,2,4,neutral or dissatisfied
93132,Female,43,Business,1993,3,5,4,5,satisfied
4762,Female,59,Business,315,3,5,3,3,satisfied
51380,Female,39,Eco Plus,447,4,5,5,4,neutral or dissatisfied
88484,Male,21,Eco,115,3,2,1,3,neutral or dissatisfied
15000,Female,67,Business,3230,2,5,4,4,satisfied
100466,Female,37,Business,2593,3,4,5,3,satisfied
98297,Female,56,Eco,1188,2,5,4,3,neutral or dissatisfied
129767,Female,9,Eco,337,5,2,1,5,satisfied
92955,Female,47,Eco Plus,134,4,3,3,2,neutral or dissatisfied
14156,Male,37,Business,620,4,4,4,5,satisfied
70978,Male,20,Business,2777,4,4,4,4,satisfied
28550,Male,15,Eco,2701,3,3,3,3,neutral or dissatisfied
11954,Female,69,Eco,781,3,4,4,4,neutral or dissatisfied
36676,Female,18,Eco,1121,2,5,4,2,neutral or dissatisfied
82203,Female,26,Business,405,2,5,4,2,satisfied
1249,Male,11,Eco,282,4,4,4,4,neutral or dissatisfied
89947,Female,34,Eco,1416,4,3,4,4,neutral or dissatisfied
93387,Female,19,Business,3791,5,5,4,5,satisfied
66544,Male,61,Business,328,5,3,2,2,neutral or dissatisfied
129652,Male,50,Business,1967,2,5,5,4,satisfied
104772,Male,37,Eco Plus,1246,1,2,4,1,neutral or dissatisfied
81665,Female,30,Eco,907,1,4,3,1,neutral or dissatisfied
25274,Male,38,Business,3387,2,2,3,4,neutral or dissatisfied
68672,Male,74,Business,2317,4,4,4,2,neutral or dissatisfied
73880,Female,22,Eco,1213,5,4,3,5,satisfied
123409,Male,53,Business,1337,4,5,5,5,satisfied
29357,Female,54,Eco,2409,5,5,4,5,satisfied
80788,Male,33,Business,484,4,3,4,4,satisfied
50506,Female,44,Eco,337,5,2,4,3,neutral or dissatisfied
66733,Male,44,Eco,802,1,3,1,1,neutral or dissatisfied
16108,Male,49,Business,725,3,4,4,5,satisfied
42107,Male,29,Business,991,4,2,4,4,neutral or dissatisfied
41169,Female,37,Eco Plus,191,5,4,5,5,satisfied
76765,Female,39,Business,546,2,4,3,5,satisfied
34808,Male,13,Eco,301,5,3,4,5,neutral or dissatisfied
87027,Female,63,Business,645,5,1,4,3,neutral or dissatisfied
122917,Female,13,Business,468,4,3,5,4,neutral or dissatisfied
110468,Female,9,Eco,919,2,1,4,2,neutral or dissatisfied
79252,Female,45,Business,1598,3,5,5,5,satisfied
16408,Female,7,Eco,533,3,5,3,3,neutral or dissatisfied
63608,Male,49,Business,1440,2,2,4,1,neutral or dissatisfied
45118,Female,69,Eco,157,3,3,5,4,neutral or dissatisfied
59096,Female,37,Eco,1726,2,3,2,2,neutral or dissatisfied
73580,Male,51,Business,3319,4,5,4,4,satisfied
57341,Male,16,Business,414,1,4,5,1,satisfied
54920,Female,7,Eco Plus,862,1,4,4,1,neutral or dissatisfied
116941,Female,54,Business,2877,3,3,5,3,satisfied
109498,Female,25,Business,2630,4,3,4,4,satisfied
3036,Male,28,Business,489,2,5,4,2,neutral or dissatisfied
102776,Male,26,Eco,1099,4,4,4,4,neutral or dissatisfied
118194,Female,79,Eco,1044,2,4,4,2,neutral or dissatisfied
119994,Female,49,Business,2833,2,3,3,1,neutral or dissatisfied
88731,Male,7,Eco,406,4,3,4,4,neutral or dissatisfied
66473,Male,37,Business,447,1,1,3,1,neutral or dissatisfied
96231,Female,26,Eco,546,1,2,4,1,neutral or dissatisfied
47437,Male,41,Eco,588,5,3,5,5,satisfied
54087,Male,48,Eco,1416,2,5,2,2,neutral or dissatisfied
9158,Female,56,Eco,946,2,1,1,3,neutral or dissatisfied
103246,Male,53,Business,2173,4,4,4,4,satisfied
100375,Male,36,Eco,971,3,5,5,3,neutral or dissatisfied
15603,Male,38,Business,3386,4,5,1,3,satisfied
65526,Female,21,Eco,1616,1,3,4,1,neutral or dissatisfied
106039,Female,40,Business,452,3,3,5,3,satisfied
84437,Male,29,Business,2500,5,3,3,5,satisfied
76261,Female,43,Eco Plus,1399,3,1,5,5,neutral or dissatisfied
68504,Male,64,Eco,1303,1,3,3,1,neutral or dissatisfied
85759,Male,40,Business,2548,5,3,3,5,satisfied
102388,Male,49,Business,391,5,3,5,1,satisfied
121331,Female,39,Business,1009,1,2,2,1,neutral or dissatisfied
51783,Male,9,Eco,237,4,3,4,4,neutral or dissatisfied
128343,Male,48,Business,647,4,2,4,3,satisfied
85433,Female,20,Eco,214,1,4,5,1,neutral or dissatisfied
21123,Male,60,Eco,227,1,5,4,1,satisfied
112585,Female,15,Business,602,5,5,4,5,satisfied
113932,Female,30,Business,1855,4,3,3,4,neutral or dissatisfied
117116,Male,71,Business,3571,4,5,5,5,satisfied
60388,Female,33,Business,1452,4,4,3,2,neutral or dissatisfied
84819,Female,36,Business,547,2,4,4,2,neutral or dissatisfied
108712,Female,56,Business,2383,4,5,3,4,satisfied
82275,Female,39,Eco,1481,2,2,2,2,neutral or dissatisfied
15618,Male,45,Eco,228,2,3,3,2,neutral or dissatisfied
46832,Female,52,Eco,776,1,5,3,1,neutral or dissatisfied
89524,Male,64,Business,950,3,1,4,1,satisfied
115029,Male,23,Eco,447,5,5,3,5,neutral or dissatisfied
77536,Male,22,Business,986,3,3,5,3,satisfied
28016,Male,60,Eco,763,2,3,3,2,neutral or dissatisfied
21118,Female,21,Eco,106,4,3,5,4,satisfied
76858,Female,22,Eco,1195,4,2,3,4,neutral or dissatisfied
38842,Male,22,Eco Plus,387,5,2,2,5,satisfied
40771,Male,33,Business,584,5,4,4,5,satisfied
115002,Male,29,Business,3223,5,3,4,5,satisfied
111314,Female,22,Eco,283,1,5,5,1,neutral or dissatisfied
87846,Male,61,Eco,214,4,5,3,4,neutral or dissatisfied
66038,Female,52,Business,1345,5,5,3,3,satisfied
111907,Female,50,Business,628,2,4,3,3,satisfied
4508,Female,27,,551,2,1,1,2,neutral or dissatisfied
104707,Female,19,Eco Plus,159,3,3,4,3,neutral or dissatisfied
30104,Female,7,Eco,261,2,1,2,2,neutral or dissatisfied
86775,Female,44,Business,484,1,2,2,2,neutral or dissatisfied
28861,Female,48,Business,1050,5,3,1,2,satisfied
52653,Female,14,Eco,160,4,4,5,4,neutral or dissatisfied
5957,Male,41,Business,2937,1,4,2,2,neutral or dissatisfied
39195,Female,45,Eco,318,3,3,4,3,neutral or dissatisfied
60468,Male,33,Business,862,2,3,3,2,satisfied
123433,Male,12,Business,2125,5,1,3,5,neutral or dissatisfied
39676,Male,36,Eco,717,1,2,2,1,neutral or dissatisfied
5482,Female,59,Business,910,5,5,4,4,satisfied
90208,Male,69,Eco,1084,2,4,4,2,neutral or dissatisfied
43910,Male,68,Eco,199,5,3,4,5,satisfied
90029,Female,14,Business,1145,2,5,4,2,satisfied
120049,Male,22,Business,356,5,5,4,5,satisfied
39092,Male,28,Eco,984,5,4,1,5,satisfied
38568,Female,18,Eco,2465,1,3,5,1,neutral or dissatisfied
99422,Female,57,Eco,337,4,4,5,3,neutral or dissatisfied
115858,Female,50,Eco,480,4,1,1,4,neutral or dissatisfied
119908,Male,31,Eco Plus,912,3,3,1,3,neutral or dissatisfied
55481,Female,40,Business,2434,5,3,3,3,satisfied
82231,Male,39,Business,3987,3,2,3,3,neutral or dissatisfied
56503,Female,23,Business,997,3,4,4,3,satisfied
129119,Female,26,Business,954,5,3,5,5,neutral or dissatisfied
95676,Female,52,Business,237,3,5,3,5,satisfied
80473,Male,34,Eco,1299,1,5,4,1,satisfied
80205,Male,43,Eco Plus,2586,1,2,1,1,neutral or dissatisfied
128845,Female,9,Eco,2475,4,5,5,5,neutral or dissatisfied
62278,Female,43,Business,3596,4,5,3,3,satisfied
4712,Male,66,Eco Plus,364,5,4,1,5,satisfied
116809,Male,37,Eco Plus,417,2,3,4,2,neutral or dissatisfied
69497,Female,29,Eco Plus,1096,5,3,2,5,neutral or dissatisfied
29272,Female,33,Eco,550,1,5,2,1,neutral or dissatisfied
54054,Female,31,Eco,1416,1,2,2,1,neutral or dissatisfied
62104,Female,7,Business,2454,5,4,5,5,neutral or dissatisfied
67484,Male,22,Eco,641,5,3,4,5,neutral or dissatisfied
2988,Male,34,Business,862,5,4,5,5,neutral or dissatisfied
122225,Female,12,Eco,573,4,5,5,4,neutral or dissatisfied
51470,Male,60,Eco Plus,250,3,2,2,3,satisfied
117502,Male,23,Eco,507,,5,3,1,neutral or dissatisfied
116518,Female,38,Eco,371,5,4,3,5,satisfied
89380,Female,59,Business,151,3,5,4,3,satisfied
95262,Female,55,Eco,239,2,3,2,1,neutral or dissatisfied
86602,Female,36,Business,746,4,5,5,4,neutral or dissatisfied
63462,Female,58,Eco Plus,337,3,2,4,3,neutral or dissatisfied
69839,Male,65,Business,655,3,4,4,1,satisfied
28130,Male,54,Eco,550,3,4,4,3,neutral or dissatisfied
95110,Female,47,Eco,239,3,5,4,3,neutral or dissatisfied
103811,Female,48,Business,3161,2,4,4,5,satisfied
7871,Female,55,Business,948,5,4,3,3,satisfied
43544,Female,22,Business,3641,2,1,4,2,neutral or dissatisfied
96191,Male,50,Business,3563,5,5,4,5,satisfied
15851,Female,29,Business,783,5,4,2,5,satisfied
110783,Male,25,Business,3491,2,4,4,2,neutral or dissatisfied
4832,Female,42,Business,500,2,4,3,4,satisfied
9282,Male,45,Eco,1201,1,4,1,1,neutral or dissatisfied
8620,Male,50,Business,280,2,4,4,3,satisfied
7087,Female,52,Business,2258,2,1,4,4,neutral or dissatisfied
23640,Male,47,Eco,793,5,5,5,5,neutral or dissatisfied
124559,Male,56,Business,3118,4,4,3,4,satisfied
12195,Male,51,Eco Plus,1075,4,3,3,4,neutral or dissatisfied
32006,Male,33,Business,101,5,3,1,5,neutral or dissatisfied
74445,Male,50,Business,3091,3,5,5,4,satisfied
12126,Male,49,Eco Plus,852,5,4,3,5,satisfied
8713,Male,62,Eco,280,1,4,5,1,neutral or dissatisfied
103539,Male,52,Business,2439,3,5,3,5,satisfied
103897,Male,33,Eco Plus,869,2,1,,2,neutral or dissatisfied
77043,Male,47,Business,3829,5,3,5,3,satisfied
103532,Male,51,Business,738,5,5,5,3,satisfied
81611,Male,43,Eco,334,1,4,2,2,neutral or dissatisfied
38525,Male,48,Eco,2465,4,5,2,4,satisfied
107026,Male,43,Business,3001,3,5,3,5,satisfied
70413,Male,52,Eco,1562,2,4,3,2,neutral or dissatisfied
95079,Female,13,Eco,319,5,1,2,5,neutral or dissatisfied
60158,Male,46,Eco,1182,1,4,3,1,neutral or dissatisfied
44130,Female,30,Business,198,5,3,4,5,satisfied
4876,Male,52,Eco,408,3,3,4,3,satisfied
19796,Male,48,Eco,667,5,4,4,5,neutral or dissatisfied
26061,Male,74,Eco Plus,432,3,1,1,3,neutral or dissatisfied
127250,Female,52,Business,3557,2,4,3,3,satisfied
101247,Female,39,Business,1587,5,5,3,5,satisfied
56139,Male,45,Business,1400,3,5,5,3,satisfied
79990,Male,20,Eco,950,1,2,3,1,neutral or dissatisfied
29246,Male,37,Eco,859,4,3,4,4,neutral or dissatisfied
19188,Female,34,Eco,542,4,5,2,4,neutral or dissatisfied
98715,Male,33,Eco Plus,834,2,3,1,2,neutral or dissatisfied
38333,Female,41,Business,1050,2,5,3,5,satisfied
122679,Male,49,Eco,361,1,4,3,1,neutral or dissatisfied
57822,Male,40,Eco,622,3,2,1,3,neutral or dissatisfied
116078,Male,42,Eco,446,3,5,3,3,neutral or dissatisfied
16341,Male,33,Eco Plus,628,5,4,2,5,satisfied
16585,Female,36,Eco,1092,1,4,2,1,neutral or dissatisfied
9866,Female,60,Business,3724,3,4,4,3,satisfied
72388,Male,42,Business,985,4,3,5,4,satisfied
95352,Female,49,Eco,277,1,2,2,4,neutral or dissatisfied
64418,Male,23,Business,989,1,4,5,1,neutral or dissatisfied
94233,Male,37,Business,189,2,4,5,2,neutral or dissatisfied
10974,Female,42,Eco,224,2,1,4,2,neutral or dissatisfied
122670,Female,44,Business,361,4,4,4,4,satisfied
5762,Male,42,Eco,859,3,1,3,3,neutral or dissatisfied
116017,Female,65,Eco,417,3,5,4,3,neutral or dissatisfied
128882,Female,25,Business,2454,3,3,3,3,neutral or dissatisfied
38308,Female,36,Eco,2583,2,3,2,2,neutral or dissatisfied
84789,Female,38,Business,547,4,5,3,4,satisfied
65899,Female,23,Business,569,5,3,4,5,satisfied
5448,Male,24,Business,1809,3,1,2,3,neutral or dissatisfied
94369,Female,39,Business,3609,2,5,4,4,satisfied
118344,Male,27,Eco,639,3,4,4,3,neutral or dissatisfied
58164,Female,41,Business,2092,4,4,5,4,satisfied
25554,Male,53,Eco Plus,481,1,1,1,1,neutral or dissatisfied
93296,Female,29,Eco Plus,867,1,1,1,1,neutral or dissatisfied
105224,Female,22,Eco,377,3,3,3,3,neutral or dissatisfied
114110,Male,47,Business,3871,2,4,4,4,satisfied
26521,Male,40,Business,3151,5,4,5,4,satisfied
64448,Male,22,Business,989,2,3,1,2,neutral or dissatisfied
111171,Female,42,Business,1506,2,2,3,2,neutral or dissatisfied
14592,Male,10,Eco,1021,4,2,1,4,neutral or dissatisfied
46664,Female,52,Business,2686,4,5,5,1,satisfied
34573,Male,52,Eco,1598,1,5,4,1,satisfied
65764,Female,20,Eco,936,1,2,3,1,neutral or dissatisfied
62156,Female,45,Business,2565,4,5,4,4,satisfied
128543,Female,22,Business,651,4,3,5,4,satisfied
72672,Female,52,Eco,1121,5,1,3,2,neutral or dissatisfied
73330,Female,64,Eco,1182,2,1,2,2,neutral or dissatisfied
47272,Male,35,Eco,588,4,5,2,4,neutral or dissatisfied
112255,Male,44,Business,1546,3,4,5,4,satisfied
66301,Female,45,Business,852,5,4,5,4,satisfied
115948,Female,17,Eco,371,4,5,3,4,neutral or dissatisfied
73537,Male,21,Business,594,5,5,4,5,satisfied
121852,Female,41,Eco,449,1,1,4,1,neutral or dissatisfied
115414,Female,44,Business,447,1,5,4,1,satisfied
9363,Male,52,Business,384,4,3,3,4,neutral or dissatisfied
15684,Male,17,Eco Plus,641,3,1,3,3,neutral or dissatisfied
35845,Female,42,Eco,1065,2,1,3,2,neutral or dissatisfied
119016,Male,48,Business,1460,4,5,3,3,satisfied
127548,Female,65,Eco,1009,4,3,4,4,neutral or dissatisfied
49178,Male,58,Eco,304,3,3,4,3,satisfied
41564,Male,21,Eco,811,4,4,3,4,neutral or dissatisfied
82657,Female,34,Eco,120,2,2,3,3,neutral or dissatisfied
86546,Male,44,Business,1578,5,5,4,5,satisfied
61472,Female,38,Business,2253,4,5,5,3,satisfied
5560,Male,50,Business,2203,2,5,3,3,satisfied
36730,Female,68,Eco Plus,1211,1,3,4,1,neutral or dissatisfied
58933,Male,44,Eco,888,3,5,5,3,neutral or dissatisfied
90149,Female,37,Business,3644,2,4,4,4,satisfied
92294,Female,54,Business,1814,5,5,5,4,satisfied
114568,Female,65,Business,362,3,5,4,4,neutral or dissatisfied
46275,Female,7,Eco,594,1,2,1,1,neutral or dissatisfied
62616,Female,45,Eco,1744,1,2,4,2,neutral or dissatisfied
38097,,29,Eco,1237,1,1,4,1,neutral or dissatisfied
67677,Female,43,Business,2946,4,3,4,5,satisfied
81186,Male,54,Eco,580,3,4,3,3,neutral or dissatisfied
98026,Female,22,Eco,1014,3,4,3,3,neutral or dissatisfied
23244,Male,56,Business,3831,4,3,3,3,neutral or dissatisfied
80712,Female,33,Business,920,2,1,3,3,satisfied
70783,Male,46,Business,3866,4,5,5,5,satisfied
87361,Male,50,Business,425,4,5,5,4,satisfied
57182,Male,52,Eco,2227,3,4,4,3,neutral or dissatisfied
22535,Male,66,Eco Plus,143,1,5,2,1,neutral or dissatisfied
75538,Female,50,Business,337,2,2,5,5,satisfied
2180,Female,27,Eco,685,1,2,2,1,neutral or dissatisfied
37778,Male,45,Eco Plus,1035,5,2,5,5,satisfied
99279,Female,16,Eco,935,3,1,4,3,neutral or dissatisfied
655,Male,47,Business,2556,4,1,4,4,satisfied
15838,Male,48,Business,1107,1,2,2,2,neutral or dissatisfied
65684,Male,15,Eco,1021,2,4,2,2,neutral or dissatisfied
75070,Male,45,Business,2611,3,4,4,5,satisfied
8061,Male,80,Eco,402,3,4,4,3,neutral or dissatisfied
79545,Male,39,Business,762,5,5,3,3,satisfied
80037,Female,18,Eco,1035,3,5,4,4,neutral or dissatisfied
107874,Female,70,Eco,228,3,4,5,4,neutral or dissatisfied
4619,Female,37,Eco,719,3,5,3,3,neutral or dissatisfied
123637,Male,33,Business,1899,4,5,5,4,satisfied
6414,Female,59,Eco,296,2,5,5,3,neutral or dissatisfied
40054,Male,62,Eco,926,5,4,4,5,neutral or dissatisfied
122042,Male,60,Business,2226,5,4,4,5,satisfied
61729,Male,37,Eco,1009,4,3,2,4,satisfied
122574,Female,21,Business,728,3,4,1,3,neutral or dissatisfied
85628,Female,61,Eco,192,3,2,5,3,neutral or dissatisfied
29419,Male,55,Eco Plus,2417,3,2,3,3,neutral or dissatisfied
9082,Male,36,Eco,212,5,4,3,5,neutral or dissatisfied
121522,Female,44,Business,3069,2,4,4,5,satisfied
74274,Male,47,Business,2288,5,4,5,3,satisfied
24374,Female,29,Eco,669,4,2,5,4,satisfied
29053,Male,28,Eco,937,5,4,1,5,neutral or dissatisfied
35526,Male,42,Eco,1056,4,4,4,4,neutral or dissatisfied
85382,Female,35,Business,152,3,4,1,2,neutral or dissatisfied
102304,Female,55,Business,407,3,4,5,5,satisfied
67725,Female,25,Business,2273,2,4,4,2,neutral or dissatisfied
95290,Female,18,Eco,192,3,5,3,3,neutral or dissatisfied
44996,Male,44,Eco,359,1,1,2,1,neutral or dissatisfied
68864,Female,45,Business,2346,3,4,5,5,satisfied
125776,Male,43,Business,1013,2,3,3,3,satisfied
79788,Female,48,Business,1035,5,5,5,4,satisfied
125227,Female,56,Business,651,4,4,5,3,satisfied
90324,Male,40,Business,250,5,4,4,3,satisfied
107403,Male,27,Business,725,4,4,4,4,satisfied
52240,Female,44,Business,751,3,3,4,3,neutral or dissatisfied
68897,Male,33,Business,1680,2,3,2,2,neutral or dissatisfied
27738,Female,27,Business,3772,4,3,1,4,satisfied
72978,Female,29,Eco,1096,5,3,1,5,neutral or dissatisfied
34414,Female,22,Eco,612,2,3,3,2,neutral or dissatisfied
22426,Male,38,Eco,238,5,3,5,5,neutral or dissatisfied
78330,Female,58,Business,1547,5,4,4,4,satisfied
84446,Female,56,Business,3184,4,4,5,4,satisfied
112591,Male,18,Eco,602,3,3,5,3,satisfied
21348,Female,34,Business,3187,5,1,1,1,neutral or dissatisfied
101670,Male,26,Eco,2106,3,1,1,3,neutral or dissatisfied
97346,Male,54,Business,872,4,1,3,3,neutral or dissatisfied
118600,Female,58,Business,2663,2,5,3,5,satisfied
41075,Female,34,Business,216,5,5,2,2,satisfied
22098,Male,37,Eco,782,2,4,4,2,neutral or dissatisfied
113719,Female,31,Eco,236,4,4,5,4,neutral or dissatisfied
59295,Female,40,Business,2399,4,4,3,5,neutral or dissatisfied
29712,Female,46,Business,2304,2,5,4,2,satisfied
100637,Female,31,Eco,349,3,2,3,3,neutral or dissatisfied
18784,Male,50,Business,3468,5,4,5,4,satisfied
15719,Female,52,Eco,419,4,4,3,3,neutral or dissatisfied
66181,Male,54,Business,3954,4,5,5,3,satisfied
25920,Male,29,Business,594,4,2,3,4,satisfied
128914,Female,51,Eco,2248,2,1,5,4,neutral or dissatisfied
101331,Female,31,Business,1771,3,4,4,3,neutral or dissatisfied
110774,Male,56,Business,1166,2,4,3,5,satisfied
66221,Male,33,Business,1589,3,3,2,3,neutral or dissatisfied
3142,Male,41,Eco,140,4,1,3,4,neutral or dissatisfied
93107,Male,49,Business,1655,3,2,3,3,satisfied
84776,Female,27,Business,1703,5,3,5,5,satisfied
83143,Female,30,,957,3,4,2,3,neutral or dissatisfied
23519,Male,32,Eco,349,2,4,3,2,neutral or dissatisfied
24063,Male,41,Eco Plus,562,4,2,1,4,satisfied
125623,Female,54,Business,2399,4,5,4,3,satisfied
49920,Male,54,Eco,77,5,5,2,5,neutral or dissatisfied
48070,Male,51,Business,259,1,1,3,2,neutral or dissatisfied
113430,Female,45,Business,3631,4,4,5,5,satisfied
87178,Female,32,Eco,946,3,2,4,3,neutral or dissatisfied
67170,Male,56,Eco,964,4,3,3,4,neutral or dissatisfied
126943,Female,25,Business,338,4,5,3,4,satisfied
33379,Male,22,Eco,2355,4,2,2,4,neutral or dissatisfied
79672,Male,9,Eco,762,2,4,5,2,satisfied
65033,Female,15,Eco,469,5,4,5,5,neutral or dissatisfied
